373.21260	0.580130
373.21541	0.552371
373.21822	0.497303
373.22103	0.516607
373.22383	0.522463
373.22664	0.604291
373.22945	0.540698
373.23226	0.589043
373.23507	0.559829
373.23788	0.585347
373.24068	0.588790
373.24349	0.568791
373.24630	0.555936
373.24911	0.539173
373.25192	0.539655
373.25473	0.504907
373.25754	0.565181
373.26034	0.537841
373.26315	0.559993
373.26596	0.508509
373.26877	0.512781
373.27158	0.465381
373.27439	0.526063
373.27720	0.546251
373.28000	0.486128
373.28281	0.524879
373.28562	0.465220
373.28843	0.523335
373.29124	0.513425
373.29405	0.515612
373.29685	0.485490
373.29966	0.583071
373.30247	0.499196
373.30528	0.509296
373.30809	0.433111
373.31090	0.452829
373.31371	0.464749
373.31651	0.449676
373.31932	0.489560
373.32213	0.437965
373.32494	0.530563
373.32775	0.497696
373.33056	0.432108
373.33337	0.484240
373.33617	0.433528
373.33898	0.442249
373.34179	0.501659
373.34460	0.432998
373.34741	0.492136
373.35022	0.491509
373.35302	0.539776
373.35583	0.459513
373.35864	0.375382
373.36145	0.406656
373.36426	0.393454
373.36707	0.452598
373.36988	0.433011
373.37268	0.431768
373.37549	0.427044
373.37830	0.428525
373.38111	0.454155
373.38392	0.392862
373.38673	0.413756
373.38954	0.380231
373.39234	0.445059
373.39515	0.389763
373.39796	0.419644
373.40077	0.423601
373.40358	0.387383
373.40639	0.490872
373.40919	0.416511
373.41200	0.393644
373.41481	0.421182
373.41762	0.442987
373.42043	0.394819
373.42324	0.437979
373.42605	0.399051
373.42885	0.411290
373.43166	0.426070
373.43447	0.352801
373.43728	0.410720
373.44009	0.385407
373.44290	0.405643
373.44570	0.413491
373.44851	0.391067
373.45132	0.420313
373.45413	0.448401
373.45694	0.416224
373.45975	0.471566
373.46256	0.395220
373.46536	0.455944
373.46817	0.396089
373.47098	0.440301
373.47379	0.425120
373.47660	0.409909
373.47941	0.422780
373.48222	0.418368
373.48502	0.447114
373.48783	0.455893
373.49064	0.483230
373.49345	0.415265
373.49626	0.449553
373.49907	0.439261
373.50187	0.514682
373.50468	0.439374
373.50749	0.447084
373.51030	0.451799
373.51311	0.437512
373.51592	0.514842
373.51873	0.470093
373.52153	0.466712
373.52434	0.524599
373.52715	0.497390
373.52996	0.488826
373.53277	0.482015
373.53558	0.465667
373.53839	0.457368
373.54119	0.469701
373.54400	0.480069
373.54681	0.468354
373.54962	0.480342
373.55243	0.553767
373.55524	0.453830
373.55804	0.472040
373.56085	0.412443
373.56366	0.442554
373.56647	0.563755
373.56928	0.502534
373.57209	0.495361
373.57490	0.518347
373.57770	0.514513
373.58051	0.484916
373.58332	0.550576
373.58613	0.490558
373.58894	0.491670
373.59175	0.502978
373.59456	0.509907
373.59736	0.520298
373.60017	0.508175
373.60298	0.518174
373.60579	0.572565
373.60860	0.513882
373.61141	0.522941
373.61421	0.549530
373.61702	0.570830
373.61983	0.512808
373.62264	0.510936
373.62545	0.528516
373.62826	0.526749
373.63107	0.527020
373.63387	0.503186
373.63668	0.544261
373.63949	0.576243
373.64230	0.562968
373.64511	0.558813
373.64792	0.561293
373.65073	0.552005
373.65353	0.526750
373.65634	0.519939
373.65915	0.507776
373.66196	0.534816
373.66477	0.525182
373.66758	0.560200
373.67038	0.570669
373.67319	0.556137
373.67600	0.586535
373.67881	0.524590
373.68162	0.554498
373.68443	0.614722
373.68724	0.539697
373.69004	0.553047
373.69285	0.542821
373.69566	0.542436
373.69847	0.556916
373.70128	0.612475
373.70409	0.572754
373.70689	0.604090
373.70970	0.602186
373.71251	0.568445
373.71532	0.561676
373.71813	0.548984
373.72094	0.534477
373.72375	0.621007
373.72655	0.571449
373.72936	0.578227
373.73217	0.544166
373.73498	0.643912
373.73779	0.593183
373.74060	0.593955
373.74341	0.581471
373.74621	0.608161
373.74902	0.595132
373.75183	0.597528
373.75464	0.567721
373.75745	0.605479
373.76026	0.577385
373.76306	0.569733
373.76587	0.624748
373.76868	0.606669
373.77149	0.641392
373.77430	0.624643
373.77711	0.635126
373.77992	0.579881
373.78272	0.691901
373.78553	0.622249
373.78834	0.640819
373.79115	0.625082
373.79396	0.663370
373.79677	0.677081
373.79958	0.694250
373.80238	0.713012
373.80519	0.669339
373.80800	0.656985
373.81081	0.750439
373.81362	0.704740
373.81643	0.697791
373.81923	0.713202
373.82204	0.680011
373.82485	0.677736
373.82766	0.695243
373.83047	0.673082
373.83328	0.646570
373.83609	0.663110
373.83889	0.723821
373.84170	0.689518
373.84451	0.721953
373.84732	0.689539
373.85013	0.681350
373.85294	0.649344
373.85575	0.719694
373.85855	0.662991
373.86136	0.693498
373.86417	0.716630
373.86698	0.737520
373.86979	0.704658
373.87260	0.702829
373.87540	0.683776
373.87821	0.690398
373.88102	0.700294
373.88383	0.700783
373.88664	0.683568
373.88945	0.678940
373.89226	0.756003
373.89506	0.674563
373.89787	0.696470
373.90068	0.736826
373.90349	0.705034
373.90630	0.674651
373.90911	0.725345
373.91191	0.715580
373.91472	0.715372
373.91753	0.738663
373.92034	0.743506
373.92315	0.670037
373.92596	0.734950
373.92877	0.756970
373.93157	0.738918
373.93438	0.742172
373.93719	0.764800
373.94000	0.713683
373.94281	0.744186
373.94562	0.743005
373.94843	0.783853
373.95123	0.789062
373.95404	0.739583
373.95685	0.756011
373.95966	0.741383
373.96247	0.775793
373.96528	0.753107
373.96808	0.762493
373.97089	0.772714
373.97370	0.787482
373.97651	0.794999
373.97932	0.751306
373.98213	0.745440
373.98494	0.774419
373.98774	0.770904
373.99055	0.819473
373.99336	0.755518
373.99617	0.744077
373.99898	0.782195
374.00179	0.781247
374.00460	0.810109
374.00740	0.762939
374.01021	0.806199
374.01302	0.807403
374.01583	0.803219
374.01864	0.824180
374.02145	0.789258
374.02425	0.798307
374.02706	0.790715
374.02987	0.799832
374.03268	0.761513
374.03549	0.751148
374.03830	0.785930
374.04111	0.819875
374.04391	0.843215
374.04672	0.817389
374.04953	0.789167
374.05234	0.782803
374.05515	0.769886
374.05796	0.802152
374.06077	0.769545
374.06357	0.813535
374.06638	0.796987
374.06919	0.811054
374.07200	0.804850
374.07481	0.789093
374.07762	0.809374
374.08042	0.781282
374.08323	0.770128
374.08604	0.783474
374.08885	0.782872
374.09166	0.728582
374.09447	0.738421
374.09728	0.728937
374.10008	0.777946
374.10289	0.746278
374.10570	0.806462
374.10851	0.815495
374.11132	0.828210
374.11413	0.804387
374.11694	0.774306
374.11974	0.772975
374.12255	0.795912
374.12536	0.799054
374.12817	0.765338
374.13098	0.803654
374.13379	0.823114
374.13659	0.795925
374.13940	0.773728
374.14221	0.827226
374.14502	0.806170
374.14783	0.816415
374.15064	0.795258
374.15345	0.792514
374.15625	0.846487
374.15906	0.821792
374.16187	0.797924
374.16468	0.815408
374.16749	0.870421
374.17030	0.828501
374.17310	0.836279
374.17591	0.816786
374.17872	0.766268
374.18153	0.827595
374.18434	0.808891
374.18715	0.840974
374.18996	0.847103
374.19276	0.794867
374.19557	0.801308
374.19838	0.829605
374.20119	0.796473
374.20400	0.860605
374.20681	0.820175
374.20962	0.834647
374.21242	0.831018
374.21523	0.851329
374.21804	0.841095
374.22085	0.874608
374.22366	0.850385
374.22647	0.774268
374.22927	0.824998
374.23208	0.848442
374.23489	0.807233
374.23770	0.850509
374.24051	0.828756
374.24332	0.814765
374.24613	0.854680
374.24893	0.832360
374.25174	0.854986
374.25455	0.855865
374.25736	0.829221
374.26017	0.818403
374.26298	0.857391
374.26579	0.838611
374.26859	0.835599
374.27140	0.797325
374.27421	0.852111
374.27702	0.799373
374.27983	0.847326
374.28264	0.875995
374.28544	0.807556
374.28825	0.846603
374.29106	0.822661
374.29387	0.876294
374.29668	0.839173
374.29949	0.806305
374.30230	0.805951
374.30510	0.737429
374.30791	0.807639
374.31072	0.827213
374.31353	0.802575
374.31634	0.784994
374.31915	0.774984
374.32196	0.791452
374.32476	0.847184
374.32757	0.855167
374.33038	0.849471
374.33319	0.831947
374.33600	0.836060
374.33881	0.801597
374.34161	0.786830
374.34442	0.788296
374.34723	0.796769
374.35004	0.770260
374.35285	0.790145
374.35566	0.818915
374.35847	0.807108
374.36127	0.844404
374.36408	0.846646
374.36689	0.760375
374.36970	0.803874
374.37251	0.793387
374.37532	0.795045
374.37812	0.815272
374.38093	0.817788
374.38374	0.813539
374.38655	0.776377
374.38936	0.797695
374.39217	0.767652
374.39498	0.836055
374.39778	0.803835
374.40059	0.763445
374.40340	0.793981
374.40621	0.838001
374.40902	0.764875
374.41183	0.787682
374.41464	0.798904
374.41744	0.767359
374.42025	0.820017
374.42306	0.847312
374.42587	0.777586
374.42868	0.798496
374.43149	0.838514
374.43429	0.810720
374.43710	0.825658
374.43991	0.800952
374.44272	0.773218
374.44553	0.819472
374.44834	0.750601
374.45115	0.774144
374.45395	0.782331
374.45676	0.765907
374.45957	0.778184
374.46238	0.797551
374.46519	0.773980
374.46800	0.803213
374.47081	0.789583
374.47361	0.767054
374.47642	0.800092
374.47923	0.789768
374.48204	0.775980
374.48485	0.801746
374.48766	0.809937
374.49046	0.811221
374.49327	0.747570
374.49608	0.751054
374.49889	0.779889
374.50170	0.769306
374.50451	0.771393
374.50732	0.769571
374.51012	0.767563
374.51293	0.748078
374.51574	0.723624
374.51855	0.720809
374.52136	0.738979
374.52417	0.729824
374.52698	0.702306
374.52978	0.709495
374.53259	0.750043
374.53540	0.759928
374.53821	0.731749
374.54102	0.716598
374.54383	0.691912
374.54663	0.755509
374.54944	0.728645
374.55225	0.726500
374.55506	0.735081
374.55787	0.709934
374.56068	0.715572
374.56349	0.710061
374.56629	0.685372
374.56910	0.704011
374.57191	0.747477
374.57472	0.693072
374.57753	0.730371
374.58034	0.715446
374.58314	0.738971
374.58595	0.734403
374.58876	0.718022
374.59157	0.700234
374.59438	0.731023
374.59719	0.707285
374.60000	0.727263
374.60280	0.732488
374.60561	0.721618
374.60842	0.703425
374.61123	0.690762
374.61404	0.754446
374.61685	0.723005
374.61966	0.685984
374.62246	0.700224
374.62527	0.696731
374.62808	0.668438
374.63089	0.702091
374.63370	0.699023
374.63651	0.692210
374.63931	0.698067
374.64212	0.675701
374.64493	0.668978
374.64774	0.698049
374.65055	0.674622
374.65336	0.728558
374.65617	0.664667
374.65897	0.675333
374.66178	0.668666
374.66459	0.695232
374.66740	0.688728
374.67021	0.649577
374.67302	0.656523
374.67583	0.668511
374.67863	0.638428
374.68144	0.686688
374.68425	0.694950
374.68706	0.682603
374.68987	0.672166
374.69268	0.644922
374.69548	0.649087
374.69829	0.672056
374.70110	0.653048
374.70391	0.633144
374.70672	0.667723
374.70953	0.652357
374.71234	0.658034
374.71514	0.630859
374.71795	0.650662
374.72076	0.605727
374.72357	0.617544
374.72638	0.630541
374.72919	0.614896
374.73200	0.632404
374.73480	0.612377
374.73761	0.639659
374.74042	0.631981
374.74323	0.586217
374.74604	0.627880
374.74885	0.623574
374.75165	0.593924
374.75446	0.586270
374.75727	0.581105
374.76008	0.600128
374.76289	0.618454
374.76570	0.595170
374.76851	0.592204
374.77131	0.590936
374.77412	0.596843
374.77693	0.583576
374.77974	0.560817
374.78255	0.569066
374.78536	0.585298
374.78817	0.564689
374.79097	0.587138
374.79378	0.556807
374.79659	0.539803
374.79940	0.567510
374.80221	0.536950
374.80502	0.571633
374.80782	0.567618
374.81063	0.571701
374.81344	0.552954
374.81625	0.549172
374.81906	0.538302
374.82187	0.545653
374.82468	0.541626
374.82748	0.546581
374.83029	0.526242
374.83310	0.543772
374.83591	0.551567
374.83872	0.514780
374.84153	0.527036
374.84433	0.519962
374.84714	0.532936
374.84995	0.525120
374.85276	0.539325
374.85557	0.497921
374.85838	0.511747
374.86119	0.515702
374.86399	0.497437
374.86680	0.466923
374.86961	0.523563
374.87242	0.474197
374.87523	0.502656
374.87804	0.500554
374.88085	0.486119
374.88365	0.464276
374.88646	0.492897
374.88927	0.505934
374.89208	0.481121
374.89489	0.501135
374.89770	0.471341
374.90050	0.510107
374.90331	0.462788
374.90612	0.481887
374.90893	0.453027
374.91174	0.482115
374.91455	0.454060
374.91736	0.446969
374.92016	0.450889
374.92297	0.436184
374.92578	0.484551
374.92859	0.450887
374.93140	0.451201
374.93421	0.451880
374.93702	0.476487
374.93982	0.491391
374.94263	0.441790
374.94544	0.453221
374.94825	0.463860
374.95106	0.465400
374.95387	0.442758
374.95667	0.458534
374.95948	0.458325
374.96229	0.423851
374.96510	0.444225
374.96791	0.449661
374.97072	0.403376
